source,url,date,title,full text
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"A Bizottságnak meg kell értenie, hogy ez az ő hibája, akkor hozakodjon elő ezzel a kérdéssel, ha letárgyalta a tagállamokkal a kérdést."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Mi nem ellene vagyunk a döntéseknek, csak nem értünk egyet a többi tagállammal –

mondta Orbán Viktor a Charles Michelnek írt levelével kapcsolatban."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,– Ennek a nemzeti függetlenség szempontjából van jelentősége – tette hozzá.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Fontos kérdések

Ha egyetértünk, van uniós álláspont, ha nem, akkor nincs."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Nem szabad engedni, hogy belekényszerítsenek minket abba, hogy lelkiismeret-furdalásunk legyen azért, mert nem értünk valamiben egyet – mondta Orbán Viktor."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"A miniszterelnök felhívta a figyelmet arra, hogy nem tudjuk megmondani, mekkora a területe Ukrajnának, az ukrán mezőgazdaság beemeléséről sincsenek tanulmányok, és azt sem tudjuk, mekkora népességről van szó."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Az ukrán mezőgazdaság tönkretenné a magyar mezőgazdaságot, a magyar gazdák szerint 
- jelezte a miniszterelnök, aki egyeztetett a gazdák képviselőivel is a kérdésben."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Arról sincs információ, mekkora pénzt kapna Ukrajna, honnan és kitől – hangsúlyozta a kormányfő."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Amíg ezekre a kérdésekre nincs válasz, addig nem érdemes a csatlakozási tárgyalásokat megkezdeni."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Békére és tűzszünetre van szükség Ukrajnában

Orbán Viktor elmondta, hogy ma az európai gazdaságok rossz állapotban vannak, sok helyen leálltak a beruházások."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,Ezzel párhuzamosan szórja a pénzt az EU Ukrajnára.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Azért küldünk pénzt és fegyvert Ukrajnába, hogy győzzön, de nem győz."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,Békére és tűzszünetre van szükség.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Ha akarunk Ukrajnának pénzt adni, akkor azt honnan adjuk - tette hozzá."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Azért kellene módosítani az Unió költségvetését, mert elfogyott a pénz, pedig csak a harmadik évében vagyunk a költségvetésnek."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"A megoldás, hogy ne a közös költségvetésből finanszírozzák Ukrajnát - mondta a kormányfő."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Azzal, hogy bebújunk az Unió háta mögé Ukrajna finanszírozása kapcsán, az egy demokráciában elfogadhatatlan."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Orbán Viktor elmondta, harcolni fog Magyarország szuverenitása mellett, de a nemzeti konzultáció erőt ad a tárgyalások során."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,Mindenki szánjon néhány percet a hazájára.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"A kormányfő rámutatott arra is, hogy Magyarország körül mindig nagyobb birodalmak voltak."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Mi azt a taktikát választottuk, hogy minden birodalom temetésén részt tudtunk venni."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Mi itt vagyunk 1100 éve, és ez idő alatt megtanultuk, hogyan kell ezt a területet berendezni - tette hozzá."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Éppen ezért nincs szükségünk arra, hogy mások mondják meg, hogyan éljünk."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"A magyaroknak megvan a történelmi képessége arra, hogyan hozhat létre államot."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"A Gyurcsány-korszakban nem a magyar nemzeti érdekek diktáltak

Persze vannak olyanok, akik szerint el kell fogadni valamelyik birodalom ajánlatát - mondta a kormányfő."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Orbán Viktor közölte, volt egy Gyurcsány-korszak, amikor nyilvánvaló volt, hogy a döntések nem a magyar emberek érdekei mentén történtek."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Van egy kormány, aminek a döntéseit próbálják befolyásolni, de egy másik befolyásolási kísérlet, hogy az embereket próbálták befolyásolni, hogy ne nemzeti kormányt válasszanak."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,Ennek volt az eszköze a guruló dollárok 2022-ben - mondta a kormányfő.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Egyértelmű és világos szabályok kellenek, hogy ne lehessen külföldről befolyásolni a magyar választói akaratot."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Az áremelkedést meghaladó béremelések lesznek 2024-ben

2023 volt a legveszélyesebb év: szankciók, inflációk, energiaválság - mondta Orbán Viktor."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Idén azért dolgoztunk, ne legyen rosszabb, míg 2024 egy reményteljes esztendő."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Azért fogunk dolgozni, hogy 2024 jobb legyen - mondta a kormányfő."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"A minimálbér emelése jó hír, és a nyugdíjakat is 6 százalékkal emeljük."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,Az áremelkedést meghaladó béremelések lesznek 2024-ben.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"A kormányfő nagy eredménynek nevezte, hogy a gazdasági élet szereplői döntöttek így, hogy béremelések legyenek."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Orbán Viktor biztatónak nevezte, hogy az otthonteremtési rendszert kibővítették."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,Megemelték a babaváró hitel összegét is - tette hozzá.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,A 40 év alattiak körében a saját otthonnal rendelkezők aránya elérte a 75 százalékot.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,A kormányfő ismertetése szerint a 13. havi nyugdíjat is ki tudják fizetni.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Orbán Viktor arról is beszélt, hogy az elmúlt 20-30 évben a nyugati világ része lett Magyarország."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,A magyar diplomácia erőfeszítéseinek a nagy része ezt szolgálta.
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Most gazdasági szempontú megközelítést kell alkalmazni, és a világ minden országával kereskedni kell, mert kicsi a piacunk - ismertette a kormányfő."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Tízmilliós ország, ha ennél jobban akar élni, akkor a termékeit az egész világban el kell adni, és ehhez kapcsolatban kell lenni."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,"Ebben a pillanatban a világ legjobban fejlődő része keleten van, és ennek mentén kell a döntéseket meghozni - tette hozzá."
origo,https://www.origo.hu/itthon/20231201-oran-viktor-radiointerju-2023-december-1.html,2023-12-01,Orbán Viktor: Ukrajna uniós tagsága nem esik egybe Magyarország nemzeti érdekeivel,Próbálom kitágítani a gazdasági teret a magyar cégek előtt - zárta a kormányfő.
origo,https://www.origo.hu/itthon/20231201-orban-viktorukrajna-csatlakozasi-targyalasai-nincsenek-elokeszitve.html,2023-12-01,Orbán Viktor: Ukrajna csatlakozási tárgyalásai nincsenek előkészítve,"Hiba, hogy az Európai Bizottság azt erőlteti, hogy a miniszterelnökök tűzzék napirendre Ukrajna EU-csatlakozását, mert az nincs előkészítve."
origo,https://www.origo.hu/itthon/20231201-orban-viktorukrajna-csatlakozasi-targyalasai-nincsenek-elokeszitve.html,2023-12-01,Orbán Viktor: Ukrajna csatlakozási tárgyalásai nincsenek előkészítve,"Az azonnali csatlakozás helyett először öt-tízéves időtávra stratégiai partnerségi megállapodást kellene kötni Ukrajnával - jelentette ki a miniszterelnök pénteken a Kossuth rádió Jó reggelt, Magyarország!"
origo,https://www.origo.hu/itthon/20231201-orban-viktorukrajna-csatlakozasi-targyalasai-nincsenek-elokeszitve.html,2023-12-01,Orbán Viktor: Ukrajna csatlakozási tárgyalásai nincsenek előkészítve,című műsorában.
origo,https://www.origo.hu/itthon/20231201-orban-viktorukrajna-csatlakozasi-targyalasai-nincsenek-elokeszitve.html,2023-12-01,Orbán Viktor: Ukrajna csatlakozási tárgyalásai nincsenek előkészítve,"Orbán Viktor azt mondta, az előkészítés nem azt jelenti, hogy írnak egy papírt, és azt mindenki elolvassa; hanem azt, hogy mindenkivel tárgyalnak, megnézik, kinek milyen érdekei vannak, és azokat összehangolják."
origo,https://www.origo.hu/itthon/20231201-orban-viktorukrajna-csatlakozasi-targyalasai-nincsenek-elokeszitve.html,2023-12-01,Orbán Viktor: Ukrajna csatlakozási tárgyalásai nincsenek előkészítve,"Amikor látjuk, hogy tudunk együttműködni, akkor vegyük elő a tagság kérdését, de ez hosszú-hosszú évek múlva lehetséges
- mondta Orbán Viktor."
origo,https://www.origo.hu/itthon/20231201-orban-viktorukrajna-csatlakozasi-targyalasai-nincsenek-elokeszitve.html,2023-12-01,Orbán Viktor: Ukrajna csatlakozási tárgyalásai nincsenek előkészítve,"A kormányfő úgy fogalmazott, amikor egy ország háborúban áll, másképp működik jogrendszere és a politikai rendszere."
origo,https://www.origo.hu/itthon/20231201-orban-viktorukrajna-csatlakozasi-targyalasai-nincsenek-elokeszitve.html,2023-12-01,Orbán Viktor: Ukrajna csatlakozási tárgyalásai nincsenek előkészítve,"Így nem tudjuk megmondani, vajon Ukrajna megfelel-e az uniós tagság jogállami feltételeinek, ahogy azt sem, mekkora az ország területe, hiszen egy része orosz megszállás alatt áll; mekkora a népessége, mivel folyamatosan menekülnek az emberek."
origo,https://www.origo.hu/itthon/20231201-orban-viktorukrajna-csatlakozasi-targyalasai-nincsenek-elokeszitve.html,2023-12-01,Orbán Viktor: Ukrajna csatlakozási tárgyalásai nincsenek előkészítve,"Ahogy azt sem, milyen következményekkel járna az ukrán mezőgazdaság beemelése a szabadpiacra."
origo,https://www.origo.hu/itthon/20231201-orban-viktor-az-unios-koltsegvetesen-kivul-kell-tamogatast-nyujtani-ukrajnanak.html,2023-12-01,Orbán Viktor: Az uniós költségvetésen kívül kell támogatást nyújtani Ukrajnának,"Magyarország álláspontja szerint Ukrajnának az uniós költségvetésen kívül, transzparens módon kellene támogatást nyújtani - jelentette ki a miniszterelnök pénteken a Kossuth rádió Jó reggelt, Magyarország!"
origo,https://www.origo.hu/itthon/20231201-orban-viktor-az-unios-koltsegvetesen-kivul-kell-tamogatast-nyujtani-ukrajnanak.html,2023-12-01,Orbán Viktor: Az uniós költségvetésen kívül kell támogatást nyújtani Ukrajnának,című műsorában.
origo,https://www.origo.hu/itthon/20231201-orban-viktor-az-unios-koltsegvetesen-kivul-kell-tamogatast-nyujtani-ukrajnanak.html,2023-12-01,Orbán Viktor: Az uniós költségvetésen kívül kell támogatást nyújtani Ukrajnának,"Orbán Viktor azt mondta, külön kormányközi megállapodással olyan pénzügyi alapot kellene létrehozni Ukrajna támogatására, amelybe minden ország saját belátása szerint fizet be."
origo,https://www.origo.hu/itthon/20231201-orban-viktor-az-unios-koltsegvetesen-kivul-kell-tamogatast-nyujtani-ukrajnanak.html,2023-12-01,Orbán Viktor: Az uniós költségvetésen kívül kell támogatást nyújtani Ukrajnának,"Most nagyon sok pénzt, 100 milliárd euró felett - részben fegyverzet, részben készpénz formájában - odaadtunk az ukránoknak."
origo,https://www.origo.hu/itthon/20231201-orban-viktor-az-unios-koltsegvetesen-kivul-kell-tamogatast-nyujtani-ukrajnanak.html,2023-12-01,Orbán Viktor: Az uniós költségvetésen kívül kell támogatást nyújtani Ukrajnának,"Ha ezt Európa fejlesztésére fordítottuk volna, akkor az európai gazdaságok jobb állapotban lennének - hangsúlyozta a kormányfő."
origo,https://www.origo.hu/itthon/20231201-orban-viktor-az-unios-koltsegvetesen-kivul-kell-tamogatast-nyujtani-ukrajnanak.html,2023-12-01,Orbán Viktor: Az uniós költségvetésen kívül kell támogatást nyújtani Ukrajnának,"Európának gazdasági bajai vannak, és közben szórja a pénzt, vagonokban küldi a fegyvert és a pénzt Ukrajnába
- fogalmazott Orbán Viktor."
origo,https://www.origo.hu/itthon/20231201-orban-viktor-az-unios-koltsegvetesen-kivul-kell-tamogatast-nyujtani-ukrajnanak.html,2023-12-01,Orbán Viktor: Az uniós költségvetésen kívül kell támogatást nyújtani Ukrajnának,"Leszögezte, háború helyett tűzszünetre van szükség."
origo,https://www.origo.hu/itthon/20231201-orban-viktor-az-unios-koltsegvetesen-kivul-kell-tamogatast-nyujtani-ukrajnanak.html,2023-12-01,Orbán Viktor: Az uniós költségvetésen kívül kell támogatást nyújtani Ukrajnának,"Nem a háborút kellene finanszírozni, hanem a tűzszünetet, utána pedig a békét
- tette hozzá."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Kihívást jelent az Európai Unió azon ígéretének teljesítése, mely szerint tavaszig leszállít egymillió 155 milliméteres lőszert Ukrajnának, a vállalás teljesítése ""valamivel több időt vesz igénybe"" - közölte Charles Michel, az Európai Tanács elnöke Brüsszelben, az Európai Védelmi Ügynökség (EDA) éves konferenciáján csütörtökön."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Kiemelte, hogy az orosz agresszióra válaszul és Ukrajna megsegítésére az Európai Unió rekordidő alatt fogadta el a lőszergyártást támogató intézkedését a termelés felgyorsítására."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","""Azon dolgozunk, hogy egymillió lőszert juttassunk el Ukrajnába."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Igen, ez kihívást jelent."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Valamivel több időt vesz igénybe, mint reméltük, de meg fog történni"" - fogalmazott."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Az EU-tagállamok vezetőit tömörítő Európai Tanács elnöke kiemelte: az ukrajnai háború kitörését követően az EU példátlan döntést hozott azzal, hogy az Európai Békekereten keresztül fegyvereket és lőszereket szállít Ukrajnának."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Szavai szerint folytatni kell az ukrán népnek nyújtott katonai támogatást, a lehető legrövidebb határidőn belül még több rakéta, még több lőszer, még több légvédelmi rendszer átadásával."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","""Ez kötelezettség Ukrajna és saját polgáraink felé is."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Ukrajna védelmével magunkat védjük"" - fogalmazott."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani",Michel kijelentette: meg kell erősíteni Európa védelmi képességét.
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Növelni kell a védelmi ipar finanszírozását, hatékonyabbá kell tenni a védelmi kiadásokat és össze kell hangolni a közös védelmi beszerzéseket."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Ennek érdekében a tanácsi elnök az Európai Védelmi Ügynökség szerepét is kibővítené azáltal, hogy az ügynökség egyfajta ""európai védelmi minisztériummá"" alakulna át az uniós külügyi és biztonságpolitikai főképviselő irányítása alatt az Európai Tanács iránymutatása alapján."
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani",Véleménye szerint meg kell fontolni az európai védelmi kötvények kibocsátásának lehetőségét is az uniós technológiai és ipari bázis megerősítésére.
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani",Egy erősebb és cselekvőképesebb európai védelem ugyanis hozzájárul a globális és a transzatlanti biztonsághoz - tette hozzá az Európai Tanács elnöke.
origo,https://www.origo.hu/nagyvilag/20231130-charles-michael-ukrajna-loszerek-leszallitasa-kihivas-haboru.html,2023-12-01,"Teljes bukás: elfogytak a lőszerek, nem tud a Nyugat Ukrajnának szállítani","Ursula von der Leyen, az Európai Bizottság elnöke a konferencián azt hangoztatta, hogy az EU védelmi stratégiájának ki kell terjednie Ukrajnára is, azaz Ukrajnát be kell vonni az EU védelmi programjaiba, hogy ki tudja elégíteni szükségleteit az Oroszország elleni háborújában."
